data;surowiec nazwa;surowiec receptura;surowiec wyprodukowany
21-06-2024;POPIÓŁ;228;220
21-06-2024;BV;10.26;10.25
21-06-2024;woda czysta;855;756
21-06-2024;CEM II 42.5 BS;675;676
21-06-2024;CEM II/BS 42.5;1350;1349
21-06-2024;8-16;5887.5;5905
21-06-2024;2-8;1837.5;1875
21-06-2024;0-2;5962.5;6160
21-06-2024;POPIÓŁ;337.5;375
21-06-2024;BV;26.25;26.25
21-06-2024;woda czysta;1125;955
21-06-2024;CEM II 42.5 BS;675;676
21-06-2024;CEM II/BS 42.5;1350;1350
21-06-2024;8-16;5887.5;5915
21-06-2024;2-8;1837.5;1865
21-06-2024;0-2;5962.5;6160
21-06-2024;POPIÓŁ;337.5;340
21-06-2024;BV;26.25;26.25
21-06-2024;woda czysta;1125;955
21-06-2024;CEM II 42.5 BS;720;718
21-06-2024;CEM II/BS 42.5;1440;1438
21-06-2024;8-16;6280;6310
21-06-2024;2-8;1960;1975
21-06-2024;0-2;6360;6590
21-06-2024;POPIÓŁ;360;365
21-06-2024;BV;28;28
21-06-2024;woda czysta;1200;1008
21-06-2024;CEM II 42.5 BS;720;721
21-06-2024;CEM II/BS 42.5;1360;1361
21-06-2024;8-16;6600;6610
21-06-2024;2-8;1960;1985
21-06-2024;0-2;6120;6340
21-06-2024;POPIÓŁ;400;410
21-06-2024;BV;28;28
21-06-2024;woda czysta;1200;1023
21-06-2024;CEM II 42.5 BS;900;896
21-06-2024;CEM II/BS 42.5;1710;1713
21-06-2024;2-8;9810;9855
21-06-2024;0-2;6300;6495
21-06-2024;POPIÓŁ;495;490
21-06-2024;BV;22.5;22.5
21-06-2024;woda czysta;1440;1173
21-06-2024;CEM II 42.5 BS;675;674
21-06-2024;CEM II/BS 42.5;1350;1350
21-06-2024;8-16;5887.5;5935
21-06-2024;2-8;1837.5;1865
21-06-2024;0-2;5962.5;6155
21-06-2024;POPIÓŁ;337.5;345
21-06-2024;BV;26.25;26.3
21-06-2024;woda czysta;1125;945
21-06-2024;CEM II 42.5 BS;720;718
21-06-2024;CEM II/BS 42.5;1440;1439
21-06-2024;8-16;6300;6360
21-06-2024;2-8;3240;3225
21-06-2024;0-2;6840;7060
21-06-2024;POPIÓŁ;450;450
21-06-2024;BV;22.5;22.5
21-06-2024;woda czysta;1350;1120
21-06-2024;CEM II 42.5 BS;720;718
21-06-2024;CEM II/BS 42.5;1360;1360
21-06-2024;8-16;6600;6640
21-06-2024;2-8;1960;2000
21-06-2024;0-2;6120;6300
21-06-2024;POPIÓŁ;400;400
21-06-2024;BV;28;28.05
21-06-2024;woda czysta;1200;1021
21-06-2024;CEM II 42.5 BS;495;495
21-06-2024;CEM II/BS 42.5;1045;1043
21-06-2024;2-8;5940;5985
21-06-2024;0-2;3850;3980
21-06-2024;POPIÓŁ;275;280
21-06-2024;BV;16.5;16.55
21-06-2024;woda czysta;935;784
21-06-2024;CEM II 42.5 BS;720;720
21-06-2024;CEM II/BS 42.5;1360;1360
21-06-2024;8-16;6600;6655
21-06-2024;2-8;1960;1975
21-06-2024;0-2;6120;6335
21-06-2024;POPIÓŁ;400;400
21-06-2024;BV;28;28
21-06-2024;woda czysta;1200;978
21-06-2024;CEM II 42.5 BS;720;719
21-06-2024;CEM II/BS 42.5;1360;1358
21-06-2024;8-16;6600;6645
21-06-2024;2-8;1960;1980
21-06-2024;0-2;6120;6320
21-06-2024;POPIÓŁ;400;400
21-06-2024;BV;28;28.05
21-06-2024;woda czysta;1200;1001
21-06-2024;CEM II 42.5 BS;738;733
21-06-2024;CEM II/BS 42.5;1394;1394
21-06-2024;8-16;6765;6800
21-06-2024;2-8;2009;2015
21-06-2024;0-2;6273;6460
21-06-2024;POPIÓŁ;410;415
21-06-2024;BV;28.7;28.7
21-06-2024;woda czysta;1230;1014
21-06-2024;CEM II 42.5 BS;387;384
21-06-2024;CEM II/BS 42.5;731.0001;730
21-06-2024;8-16;3547.5002;3585
21-06-2024;2-8;1053.5;1065
21-06-2024;0-2;3289.5002;3405
21-06-2024;POPIÓŁ;215;225
21-06-2024;BV;15.05;15.05
21-06-2024;woda czysta;645;508
26-06-2024;POPIÓŁ LOTNY;450;453
26-06-2024;CEM II 42.5 BS;720;719
26-06-2024;CEM II/BS 42.5;1620;1620
26-06-2024;8-16;7425;7440
26-06-2024;2-8;2205;2215
26-06-2024;0-2;6885;7070
26-06-2024;BV;31.5;31.5
26-06-2024;woda czysta;1350;1242
26-06-2024;POPIÓŁ LOTNY;400;399
26-06-2024;CEM II 42.5 BS;640;642
26-06-2024;CEM II/BS 42.5;1440;1442
26-06-2024;8-16;6600;6655
26-06-2024;2-8;1960;1960
26-06-2024;0-2;6120;6305
26-06-2024;BV;28;28.05
26-06-2024;woda czysta;1200;1126
26-06-2024;CEM II 42.5 BS;100;101
26-06-2024;CEM II/BS 42.5;100;96
26-06-2024;2-8;1070;1095
26-06-2024;0-2;725;755
26-06-2024;POPIÓŁ;50;55
26-06-2024;BV;1.5;1.5
26-06-2024;woda czysta;160;55
26-06-2024;POPIÓŁ LOTNY;270;268
26-06-2024;CEM II 42.5 BS;432;431
26-06-2024;CEM II/BS 42.5;972;972
26-06-2024;8-16;4455;4490
26-06-2024;2-8;1323;1345
26-06-2024;0-2;4131;4255
26-06-2024;BV;18.9;18.9
26-06-2024;woda czysta;810;756
26-06-2024;POPIÓŁ LOTNY;400;400
26-06-2024;CEM II 42.5 BS;640;637
26-06-2024;CEM II/BS 42.5;1440;1442
26-06-2024;8-16;6600;6615
26-06-2024;2-8;1960;1980
26-06-2024;0-2;6120;6290
26-06-2024;BV;28;27.9
26-06-2024;woda czysta;1200;1177
26-06-2024;POPIÓŁ LOTNY;360;361
26-06-2024;CEM II 42.5 BS;640;640
26-06-2024;CEM II/BS 42.5;1520;1520
26-06-2024;8-16;6280;6305
26-06-2024;2-8;1960;1990
26-06-2024;0-2;6360;6555
26-06-2024;BV;28;28
26-06-2024;woda czysta;1200;1113
26-06-2024;POPIÓŁ LOTNY;360;360
26-06-2024;CEM II 42.5 BS;640;640
26-06-2024;CEM II/BS 42.5;1520;1523
26-06-2024;8-16;6280;6315
26-06-2024;2-8;1960;1995
26-06-2024;0-2;6360;6565
26-06-2024;BV;28;27.95
26-06-2024;woda czysta;1200;1035
26-06-2024;POPIÓŁ LOTNY;360;360
26-06-2024;CEM II 42.5 BS;640;639
26-06-2024;CEM II/BS 42.5;1520;1519
26-06-2024;8-16;6280;6290
26-06-2024;2-8;1960;1970
26-06-2024;0-2;6360;6535
26-06-2024;BV;28;27.95
26-06-2024;woda czysta;1200;1133
26-06-2024;POPIÓŁ LOTNY;450;450
26-06-2024;CEM II 42.5 BS;720;718
26-06-2024;CEM II/BS 42.5;1620;1615
26-06-2024;8-16;7425;7425
26-06-2024;2-8;2205;2265
26-06-2024;0-2;6885;7050
26-06-2024;BV;31.5;31.5
26-06-2024;woda czysta;1350;1240
26-06-2024;POPIÓŁ LOTNY;90;91
26-06-2024;CEM II 42.5 BS;160;160
26-06-2024;CEM II/BS 42.5;380;378
26-06-2024;8-16;1570;1570
26-06-2024;2-8;490;490
26-06-2024;0-2;1590;1650
26-06-2024;BV;7;7
26-06-2024;woda czysta;300;287
26-06-2024;CEM II 42.5 BS;35;39
26-06-2024;CEM II/BS 42.5;70;68
26-06-2024;8-16;300;345
26-06-2024;2-8;150;190
26-06-2024;0-2;410;415
26-06-2024;BV;0.6;0.65
26-06-2024;woda czysta;80;27
26-06-2024;POPIÓŁ LOTNY;400;399
26-06-2024;CEM II 42.5 BS;640;640
26-06-2024;CEM II/BS 42.5;1440;1438
26-06-2024;8-16;6600;6610
26-06-2024;2-8;1960;1970
26-06-2024;0-2;6120;6310
26-06-2024;BV;28;28
26-06-2024;woda czysta;1200;1137
26-06-2024;POPIÓŁ LOTNY;400;402
26-06-2024;CEM II 42.5 BS;640;641
26-06-2024;CEM II/BS 42.5;1440;1441
26-06-2024;8-16;6600;6595
26-06-2024;2-8;1960;1975
26-06-2024;0-2;6120;6290
26-06-2024;BV;28;28.05
26-06-2024;woda czysta;1200;1192
26-06-2024;CEM II 42.5 BS;720;720
26-06-2024;CEM II/BS 42.5;1280;1278
26-06-2024;8-16;6400;6455
26-06-2024;2-8;2320;2445
26-06-2024;0-2;5600;5765
26-06-2024;POPIÓŁ;480;475
26-06-2024;BV;24;24.05
26-06-2024;woda czysta;1280;1249
26-06-2024;CEM II 42.5 BS;720;720
26-06-2024;CEM II/BS 42.5;1280;1279
26-06-2024;8-16;6400;6435
26-06-2024;2-8;2320;2355
26-06-2024;0-2;5600;5750
26-06-2024;POPIÓŁ;480;480
26-06-2024;BV;24;24
26-06-2024;woda czysta;1280;1256
26-06-2024;CEM II 42.5 BS;640;638
26-06-2024;CEM II/BS 42.5;1440;1442
26-06-2024;8-16;6600;6615
26-06-2024;2-8;1960;1960
26-06-2024;0-2;6120;6295
26-06-2024;POPIÓŁ;400;395
26-06-2024;BV;28;28
26-06-2024;woda czysta;1200;1150
26-06-2024;CEM II 42.5 BS;400;400
26-06-2024;CEM II/BS 42.5;900;899
26-06-2024;8-16;4125;4205
26-06-2024;2-8;1225;1265
26-06-2024;0-2;3825;3930
26-06-2024;POPIÓŁ;250;255
26-06-2024;BV;17.5;17.55
26-06-2024;woda czysta;750;714
26-06-2024;CEM II 42.5 BS;640;639
26-06-2024;CEM II/BS 42.5;1440;1441
26-06-2024;8-16;6600;6600
26-06-2024;2-8;1960;1955
26-06-2024;0-2;6120;6280
26-06-2024;POPIÓŁ;400;400
26-06-2024;BV;28;28.05
26-06-2024;woda czysta;1200;1166
26-06-2024;CEM II 42.5 BS;640;642
26-06-2024;CEM II/BS 42.5;1440;1441
26-06-2024;8-16;6600;6630
26-06-2024;2-8;1960;1960
26-06-2024;0-2;6120;6270
26-06-2024;POPIÓŁ;400;395
26-06-2024;BV;28;28
26-06-2024;woda czysta;1200;1167
26-06-2024;CEM II 42.5 BS;812.5;808
26-06-2024;CEM II/BS 42.5;812.5;812
26-06-2024;8-16;4550;4545
26-06-2024;2-8;1885;1910
26-06-2024;0-2;5200;5320
26-06-2024;POPIÓŁ;357.5;350
26-06-2024;POLIMER;5.2;5.25
26-06-2024;woda czysta;1040;1000
26-06-2024;CEM II 42.5 BS;640;641
26-06-2024;CEM II/BS 42.5;1440;1442
26-06-2024;8-16;6600;6615
26-06-2024;2-8;1960;1970
26-06-2024;0-2;6120;6305
26-06-2024;POPIÓŁ;400;395
26-06-2024;BV;28;27.95
26-06-2024;woda czysta;1200;1157
26-06-2024;CEM II 42.5 BS;520;518
26-06-2024;CEM II/BS 42.5;1235;1234
26-06-2024;8-16;5102.5;5135
26-06-2024;2-8;1592.5;1600
26-06-2024;0-2;5167.5;5290
26-06-2024;POPIÓŁ;292.5;300
26-06-2024;BV;22.75;22.75
26-06-2024;woda czysta;975;932
26-06-2024;CEM II 42.5 BS;160;161
26-06-2024;CEM II/BS 42.5;360;363
26-06-2024;8-16;1650;1670
26-06-2024;2-8;490;490
26-06-2024;0-2;1530;1595
26-06-2024;POPIÓŁ;100;165
26-06-2024;BV;7;7.05
26-06-2024;woda czysta;300;292
26-06-2024;POPIÓŁ LOTNY;310;311
26-06-2024;CEM II 42.5 BS;496;496
26-06-2024;CEM II/BS 42.5;1116;1116
26-06-2024;8-16;5115;5105
26-06-2024;2-8;1519;1545
26-06-2024;0-2;4743;4845
26-06-2024;BV;21.7;21.75
26-06-2024;woda czysta;930;893
26-06-2024;POPIÓŁ LOTNY;400;401
26-06-2024;CEM II 42.5 BS;640;640
26-06-2024;CEM II/BS 42.5;1440;1439
26-06-2024;8-16;6600;6620
26-06-2024;2-8;1960;1985
26-06-2024;0-2;6120;6305
26-06-2024;BV;28;27.95
26-06-2024;woda czysta;1200;1146
26-06-2024;CEM II 42.5 BS;420;416
26-06-2024;CEM II/BS 42.5;840;841
26-06-2024;8-16;3600;3620
26-06-2024;2-8;1800;1940
26-06-2024;0-2;4920;5115
26-06-2024;BV;7.2;7.15
26-06-2024;woda czysta;960;829
26-06-2024;POPIÓŁ LOTNY;400;400
26-06-2024;CEM II 42.5 BS;640;643
26-06-2024;CEM II/BS 42.5;1440;1442
26-06-2024;8-16;6600;6620
26-06-2024;2-8;1960;1950
26-06-2024;0-2;6120;6325
26-06-2024;BV;28;27.95
26-06-2024;woda czysta;1200;1086
26-06-2024;POPIÓŁ LOTNY;360;361
26-06-2024;CEM II 42.5 BS;640;640
26-06-2024;CEM II/BS 42.5;1520;1519
26-06-2024;8-16;6280;6305
26-06-2024;2-8;1960;1950
26-06-2024;0-2;6360;6550
26-06-2024;BV;28;27.95
26-06-2024;woda czysta;1200;1146
26-06-2024;POPIÓŁ LOTNY;400;399
26-06-2024;CEM II 42.5 BS;640;641
26-06-2024;CEM II/BS 42.5;1440;1441
26-06-2024;8-16;6600;6610
26-06-2024;2-8;1960;1985
26-06-2024;0-2;6120;6300
26-06-2024;BV;28;28.05
26-06-2024;woda czysta;1200;1158
26-06-2024;POPIÓŁ LOTNY;330;331
26-06-2024;CEM II 42.5 BS;528;529
26-06-2024;CEM II/BS 42.5;1188;1189
26-06-2024;8-16;5445;5450
26-06-2024;2-8;1617;1615
26-06-2024;0-2;5049;5175
26-06-2024;BV;23.1;23.15
26-06-2024;woda czysta;990;968
26-06-2024;POPIÓŁ LOTNY;400;399
26-06-2024;CEM II 42.5 BS;640;640
26-06-2024;CEM II/BS 42.5;1440;1441
26-06-2024;8-16;6600;6620
26-06-2024;2-8;1960;1975
26-06-2024;0-2;6120;6270
26-06-2024;BV;28;28.05
26-06-2024;woda czysta;1200;1172
26-06-2024;POPIÓŁ LOTNY;400;400
26-06-2024;CEM II 42.5 BS;640;641
26-06-2024;CEM II/BS 42.5;1440;1441
26-06-2024;8-16;6600;6625
26-06-2024;2-8;1960;1960
26-06-2024;0-2;6120;6295
26-06-2024;BV;28;28
26-06-2024;woda czysta;1200;1139
26-06-2024;POPIÓŁ LOTNY;400;399
26-06-2024;CEM II 42.5 BS;640;639
26-06-2024;CEM II/BS 42.5;1440;1439
26-06-2024;8-16;6600;6705
26-06-2024;2-8;1960;1955
26-06-2024;0-2;6120;6290
26-06-2024;BV;28;28
26-06-2024;woda czysta;1200;1220
26-06-2024;POPIÓŁ LOTNY;400;401
26-06-2024;CEM II 42.5 BS;640;642
26-06-2024;CEM II/BS 42.5;1440;1443
26-06-2024;8-16;6600;6580
26-06-2024;2-8;1960;1975
26-06-2024;0-2;6120;6270
26-06-2024;BV;28;28
26-06-2024;woda czysta;1200;1211
26-06-2024;POPIÓŁ LOTNY;350;350
26-06-2024;CEM II 42.5 BS;560;560
26-06-2024;CEM II/BS 42.5;1260;1263
26-06-2024;8-16;5775;5755
26-06-2024;2-8;1715;1735
26-06-2024;0-2;5355;5480
26-06-2024;BV;24.5;24.45
26-06-2024;woda czysta;1050;1067
27-06-2024;POPIÓŁ LOTNY;360;363
27-06-2024;CEM II 42.5 BS;640;639
27-06-2024;CEM II/BS 42.5;1520;1519
27-06-2024;8-16;6280;6325
27-06-2024;2-8;1960;1955
27-06-2024;0-2;6360;6560
27-06-2024;BV;28;28
27-06-2024;woda czysta;1200;1115
27-06-2024;POPIÓŁ LOTNY;405;406
27-06-2024;CEM II 42.5 BS;720;718
27-06-2024;CEM II/BS 42.5;1710;1711
27-06-2024;8-16;7065;7060
27-06-2024;2-8;2205;2230
27-06-2024;0-2;7155;7340
27-06-2024;BV;31.5;31.5
27-06-2024;woda czysta;1350;1341
27-06-2024;POPIÓŁ LOTNY;360;361
27-06-2024;CEM II 42.5 BS;640;636
27-06-2024;CEM II/BS 42.5;1520;1519
27-06-2024;8-16;6280;6275
27-06-2024;2-8;1960;1960
27-06-2024;0-2;6360;6540
27-06-2024;BV;28;28
27-06-2024;woda czysta;1200;1203
27-06-2024;POPIÓŁ LOTNY;360;362
27-06-2024;CEM II 42.5 BS;640;639
27-06-2024;CEM II/BS 42.5;1520;1519
27-06-2024;8-16;6280;6300
27-06-2024;2-8;1960;1955
27-06-2024;0-2;6360;6525
27-06-2024;BV;28;27.95
27-06-2024;woda czysta;1200;1207
27-06-2024;POPIÓŁ LOTNY;375;376
27-06-2024;CEM II 42.5 BS;375;375
27-06-2024;CEM II/BS 42.5;1425;1424
27-06-2024;8-16;5100;5125
27-06-2024;2-8;2625;2740
27-06-2024;0-2;6000;6200
27-06-2024;BV;15;15
27-06-2024;woda czysta;1237.5;1135
27-06-2024;POPIÓŁ LOTNY;405;405
27-06-2024;CEM II 42.5 BS;720;725
27-06-2024;CEM II/BS 42.5;1710;1711
27-06-2024;8-16;7065;7050
27-06-2024;2-8;2205;2225
27-06-2024;0-2;7155;7310
27-06-2024;BV;31.5;31.45
27-06-2024;woda czysta;1350;1356
27-06-2024;CEM II 42.5 BS;520;523
27-06-2024;CEM II/BS 42.5;1040;1039
27-06-2024;8-16;4550;4535
27-06-2024;2-8;2340;2360
27-06-2024;0-2;4940;5075
27-06-2024;POPIÓŁ;325;320
27-06-2024;BV;16.25;16.2
27-06-2024;woda czysta;975;960
27-06-2024;POPIÓŁ LOTNY;360;360
27-06-2024;CEM II 42.5 BS;640;644
27-06-2024;CEM II/BS 42.5;1520;1519
27-06-2024;8-16;6280;6310
27-06-2024;2-8;1960;1945
27-06-2024;0-2;6360;6540
27-06-2024;BV;28;28.05
27-06-2024;woda czysta;1200;1212
27-06-2024;CEM II 42.5 BS;480;479
27-06-2024;CEM II/BS 42.5;960;959
27-06-2024;8-16;4200;4235
27-06-2024;2-8;2160;2190
27-06-2024;0-2;4560;4705
27-06-2024;POPIÓŁ;300;295
27-06-2024;BV;15;15
27-06-2024;woda czysta;900;869
27-06-2024;POPIÓŁ LOTNY;440;440
27-06-2024;CEM II 42.5 BS;560;557
27-06-2024;CEM II/BS 42.5;1200;1200
27-06-2024;8-16;6080;6080
27-06-2024;2-8;2880;2870
27-06-2024;0-2;5840;5985
27-06-2024;BV;24;24.05
27-06-2024;woda czysta;1280;1335
27-06-2024;POPIÓŁ LOTNY;360;359
27-06-2024;CEM II 42.5 BS;640;635
27-06-2024;CEM II/BS 42.5;1520;1519
27-06-2024;8-16;6280;6305
27-06-2024;2-8;1960;1955
27-06-2024;0-2;6360;6530
27-06-2024;BV;28;28
27-06-2024;woda czysta;1200;1213
27-06-2024;POPIÓŁ LOTNY;90;89
27-06-2024;CEM II 42.5 BS;160;160
27-06-2024;CEM II/BS 42.5;560;558
27-06-2024;8-16;1570;1575
27-06-2024;2-8;490;500
27-06-2024;0-2;1590;1655
27-06-2024;BV;7;7.05
27-06-2024;woda czysta;300;312
27-06-2024;POPIÓŁ LOTNY;495;496
27-06-2024;CEM II 42.5 BS;630;631
27-06-2024;CEM II/BS 42.5;1350;1351
27-06-2024;8-16;6840;6820
27-06-2024;2-8;3240;3220
27-06-2024;0-2;6570;6750
27-06-2024;BV;27;27
27-06-2024;woda czysta;1440;1473
27-06-2024;CEM II 42.5 BS;640;638
27-06-2024;CEM II/BS 42.5;1520;1520
27-06-2024;8-16;6280;6310
27-06-2024;2-8;1960;1980
27-06-2024;0-2;6360;6515
27-06-2024;POPIÓŁ;360;355
27-06-2024;BV;28;28.05
27-06-2024;woda czysta;1200;1204
27-06-2024;CEM II 42.5 BS;280;282
27-06-2024;CEM II/BS 42.5;600;601
27-06-2024;8-16;3040;3070
27-06-2024;2-8;1440;1460
27-06-2024;0-2;2920;3025
27-06-2024;POPIÓŁ;220;210
27-06-2024;BV;12;12
27-06-2024;woda czysta;640;224
27-06-2024;CEM II 42.5 BS;480;480
27-06-2024;CEM II/BS 42.5;960;960
27-06-2024;8-16;4200;4230
27-06-2024;2-8;2160;2175
27-06-2024;0-2;4560;4675
27-06-2024;POPIÓŁ;300;300
27-06-2024;BV;15;15
27-06-2024;woda czysta;900;886
27-06-2024;POPIÓŁ LOTNY;400;401
27-06-2024;CEM II 42.5 BS;400;400
27-06-2024;CEM II/BS 42.5;1520;1516
27-06-2024;8-16;5440;5480
27-06-2024;2-8;2800;2915
27-06-2024;0-2;6400;6545
27-06-2024;BV;16;16
27-06-2024;woda czysta;1320;1315
27-06-2024;CEM II 42.5 BS;640;638
27-06-2024;CEM II/BS 42.5;1520;1520
27-06-2024;8-16;6280;6260
27-06-2024;2-8;1960;1975
27-06-2024;0-2;6360;6535
27-06-2024;POPIÓŁ;360;360
27-06-2024;BV;28;28
27-06-2024;woda czysta;1200;1211
27-06-2024;CEM II 42.5 BS;560;559
27-06-2024;CEM II/BS 42.5;1200;1199
27-06-2024;8-16;6080;6090
27-06-2024;2-8;2880;2875
27-06-2024;0-2;5840;6000
27-06-2024;POPIÓŁ;440;440
27-06-2024;BV;24;24
27-06-2024;woda czysta;1280;1304
27-06-2024;CEM II 42.5 BS;640;641
27-06-2024;CEM II/BS 42.5;1520;1518
27-06-2024;8-16;6280;6280
27-06-2024;2-8;1960;1975
27-06-2024;0-2;6360;6545
27-06-2024;POPIÓŁ;360;355
27-06-2024;BV;28;28.05
27-06-2024;woda czysta;1200;1218
27-06-2024;CEM II 42.5 BS;280;280
27-06-2024;CEM II/BS 42.5;600;602
27-06-2024;8-16;3040;3050
27-06-2024;2-8;1440;1445
27-06-2024;0-2;2920;3035
27-06-2024;POPIÓŁ;220;220
27-06-2024;BV;12;11.95
27-06-2024;woda czysta;640;652
27-06-2024;CEM II 42.5 BS;280;279
27-06-2024;CEM II/BS 42.5;600;599
27-06-2024;8-16;3040;3070
27-06-2024;2-8;1440;1450
27-06-2024;0-2;2920;3030
27-06-2024;POPIÓŁ;220;220
27-06-2024;BV;12;12
27-06-2024;woda czysta;640;650
27-06-2024;CEM II 42.5 BS;100;98
27-06-2024;CEM II/BS 42.5;100;99
27-06-2024;2-8;1070;1080
27-06-2024;0-2;725;740
27-06-2024;POPIÓŁ;50;50
27-06-2024;BV;1.5;1.45
27-06-2024;woda czysta;160;59
27-06-2024;CEM II 42.5 BS;104;103
27-06-2024;CEM II/BS 42.5;247;250
27-06-2024;8-16;1020.5001;1000
27-06-2024;2-8;318.5001;325
27-06-2024;0-2;1033.5001;1075
27-06-2024;POPIÓŁ;58.5;55
27-06-2024;BV;4.55;4.55
27-06-2024;woda czysta;195;235
27-06-2024;POPIÓŁ LOTNY;350;350
27-06-2024;CEM II 42.5 BS;560;560
27-06-2024;CEM II/BS 42.5;1260;1261
27-06-2024;8-16;5775;5780
27-06-2024;2-8;1715;1750
27-06-2024;0-2;5355;5520
27-06-2024;BV;24.5;24.5
27-06-2024;woda czysta;1050;981
27-06-2024;POPIÓŁ LOTNY;450;448
27-06-2024;CEM II 42.5 BS;720;719
27-06-2024;CEM II/BS 42.5;1620;1619
27-06-2024;8-16;7425;7450
27-06-2024;2-8;2205;2270
27-06-2024;0-2;6885;7065
27-06-2024;BV;31.5;31.5
27-06-2024;woda czysta;1350;1260
27-06-2024;CEM II 42.5 BS;440;438
27-06-2024;CEM II/BS 42.5;1045;1045
27-06-2024;8-16;4317.5;4340
27-06-2024;2-8;1347.5;1345
27-06-2024;0-2;4372.5;4510
27-06-2024;POPIÓŁ;247.5;255
27-06-2024;BV;19.25;19.2
27-06-2024;woda czysta;825;795
27-06-2024;POPIÓŁ LOTNY;450;452
27-06-2024;CEM II 42.5 BS;720;717
27-06-2024;CEM II/BS 42.5;1620;1620
27-06-2024;8-16;7425;7415
27-06-2024;2-8;2205;2230
27-06-2024;0-2;6885;7070
27-06-2024;BV;31.5;31.5
27-06-2024;woda czysta;1350;1295
27-06-2024;POPIÓŁ LOTNY;350;350
27-06-2024;CEM II 42.5 BS;560;559
27-06-2024;CEM II/BS 42.5;1260;1260
27-06-2024;8-16;5775;5775
27-06-2024;2-8;1715;1740
27-06-2024;0-2;5355;5475
27-06-2024;BV;24.5;24.5
27-06-2024;woda czysta;1050;1061
27-06-2024;POPIÓŁ LOTNY;400;401
27-06-2024;CEM II 42.5 BS;640;636
27-06-2024;CEM II/BS 42.5;1440;1440
27-06-2024;8-16;6600;6585
27-06-2024;2-8;1960;1980
27-06-2024;0-2;6120;6280
27-06-2024;BV;28;28
27-06-2024;woda czysta;1200;1228
27-06-2024;POPIÓŁ LOTNY;400;401
27-06-2024;CEM II 42.5 BS;640;637
27-06-2024;CEM II/BS 42.5;1440;1440
27-06-2024;8-16;6600;6595
27-06-2024;2-8;1960;1990
27-06-2024;0-2;6120;6280
27-06-2024;BV;28;28
27-06-2024;woda czysta;1200;1240
27-06-2024;CEM II 42.5 BS;720;719
27-06-2024;CEM II/BS 42.5;1520;1521
27-06-2024;2-8;8640;8665
27-06-2024;0-2;5600;5765
27-06-2024;POPIÓŁ;400;400
27-06-2024;BV;24;24
27-06-2024;woda czysta;1360;1311
27-06-2024;POPIÓŁ LOTNY;350;350
27-06-2024;CEM II 42.5 BS;560;560
27-06-2024;CEM II/BS 42.5;1259.9999;1260
27-06-2024;8-16;5774.9995;5785
27-06-2024;2-8;1714.9999;1745
27-06-2024;0-2;5354.9995;5485
27-06-2024;BV;24.5;24.5
27-06-2024;woda czysta;1050;1029
27-06-2024;POPIÓŁ LOTNY;305;304
27-06-2024;CEM II 42.5 BS;488;489
27-06-2024;CEM II/BS 42.5;1098;1098
27-06-2024;8-16;5032.5;5030
27-06-2024;2-8;1494.5;1480
27-06-2024;0-2;4666.5;4800
27-06-2024;BV;21.35;21.35
27-06-2024;woda czysta;915;939
27-06-2024;POPIÓŁ LOTNY;425;426
27-06-2024;CEM II 42.5 BS;680;681
27-06-2024;CEM II/BS 42.5;1530;1529
27-06-2024;8-16;7012.5;6990
27-06-2024;2-8;2082.5;2100
27-06-2024;0-2;6502.5;6620
27-06-2024;BV;29.75;29.75
27-06-2024;woda czysta;1275;1307
27-06-2024;POPIÓŁ LOTNY;375;375
27-06-2024;CEM II 42.5 BS;600;599
27-06-2024;CEM II/BS 42.5;1350;1349
27-06-2024;8-16;6187.5;6200
27-06-2024;2-8;1837.5;1845
27-06-2024;0-2;5737.5;5870
27-06-2024;BV;26.25;26.25
27-06-2024;woda czysta;1125;1156
27-06-2024;POPIÓŁ LOTNY;400;400
27-06-2024;CEM II 42.5 BS;640;642
27-06-2024;CEM II/BS 42.5;1440;1438
27-06-2024;8-16;6600;6555
27-06-2024;2-8;1960;2075
27-06-2024;0-2;6120;6230
27-06-2024;BV;28;28
27-06-2024;woda czysta;1200;1227
27-06-2024;CEM II 42.5 BS;280;280
27-06-2024;CEM II/BS 42.5;560;559
27-06-2024;8-16;2400;2410
27-06-2024;2-8;1200;1180
27-06-2024;0-2;3280;3425
27-06-2024;BV;4.8;4.75
27-06-2024;woda czysta;640;595
27-06-2024;CEM II 42.5 BS;400;402
27-06-2024;CEM II/BS 42.5;950;949
27-06-2024;8-16;3925;3935
27-06-2024;2-8;1225;1255
27-06-2024;0-2;3975;4085
27-06-2024;POPIÓŁ;225;225
27-06-2024;BV;17.5;17.5
27-06-2024;woda czysta;750;754
27-06-2024;CEM II 42.5 BS;640;639
27-06-2024;CEM II/BS 42.5;1440;1439
27-06-2024;8-16;6600;6590
27-06-2024;2-8;1960;1980
27-06-2024;0-2;6120;6260
27-06-2024;POPIÓŁ;400;395
27-06-2024;BV;28;28
27-06-2024;woda czysta;1200;1230
27-06-2024;CEM II 42.5 BS;616;615
27-06-2024;CEM II/BS 42.5;1463;1464
27-06-2024;8-16;6044.5;6080
27-06-2024;2-8;1886.5;1900
27-06-2024;0-2;6121.5;6300
27-06-2024;POPIÓŁ;346.5;345
27-06-2024;BV;26.95;26.9
27-06-2024;woda czysta;1155;1066
27-06-2024;CEM II 42.5 BS;528;528
27-06-2024;CEM II/BS 42.5;1188;1187
27-06-2024;8-16;5445;5470
27-06-2024;2-8;1617;1640
27-06-2024;0-2;5049;5190
