data;surowiec nazwa;surowiec receptura;surowiec wyprodukowany
19-03-2024;CEM II/BS 42.5;1040;1040
19-03-2024;0-32;8000;8145
19-03-2024;8-16;4320;4365
19-03-2024;2-8;1600;1620
19-03-2024;0-2;800;820
19-03-2024;POPIÓŁ;320;315
19-03-2024;POLIMER;12;12
19-03-2024;woda czysta;1280;1067
19-03-2024;CEM II 42.5 BS;1040;1042
19-03-2024;CEM II/BS 42.5;1040;1039
19-03-2024;0-32;8000;8240
19-03-2024;8-16;4320;4360
19-03-2024;2-8;1600;1620
19-03-2024;0-2;800;815
19-03-2024;POPIÓŁ;320;320
19-03-2024;POLIMER;12;11.95
19-03-2024;woda czysta;1280;996
19-03-2024;CEM II 42.5 BS;1001;1003
19-03-2024;CEM II/BS 42.5;1001;1001
19-03-2024;0-32;7700;7730
19-03-2024;8-16;4158;4155
19-03-2024;2-8;1540;1705
19-03-2024;0-2;770;790
19-03-2024;POPIÓŁ;308;305
19-03-2024;POLIMER;11.55;11.55
19-03-2024;woda czysta;1232;1041
19-03-2024;CEM II 42.5 BS;1040;1039
19-03-2024;CEM II/BS 42.5;1040;1041
19-03-2024;0-32;8000;8170
19-03-2024;8-16;4320;4370
19-03-2024;2-8;1600;1610
19-03-2024;0-2;800;825
19-03-2024;POPIÓŁ;320;320
19-03-2024;POLIMER;12;11.95
19-03-2024;woda czysta;1280;1041
19-03-2024;CEM II 42.5 BS;1040;1040
19-03-2024;CEM II/BS 42.5;1040;1041
19-03-2024;0-32;8000;8125
19-03-2024;8-16;4320;4385
19-03-2024;2-8;1600;1625
19-03-2024;0-2;800;825
19-03-2024;POPIÓŁ;320;325
19-03-2024;POLIMER;12;12.05
19-03-2024;woda czysta;1280;1048
19-03-2024;CEM II 42.5 BS;1040;1040
19-03-2024;CEM II/BS 42.5;1040;1039
19-03-2024;0-32;8000;8205
19-03-2024;8-16;4320;4355
19-03-2024;2-8;1600;1615
19-03-2024;0-2;800;810
19-03-2024;POPIÓŁ;320;325
19-03-2024;POLIMER;12;12
19-03-2024;woda czysta;1280;1046
19-03-2024;CEM II 42.5 BS;1040;1039
19-03-2024;CEM II/BS 42.5;1040;1041
